200,1,47000,2,209500,3,258500,4,306900,5,350100,6,396600,7,441900,8,486700,9,534000,10,581100,11,625800,12,669900,13,714800,14,763700,15,840800,16,890000,17,933100,18,975900,19,1023400,20,1066000,21,1109100,22,1158100,23,1206100,24,1250100,25,1294200,26,1338000,27,1381300,28,1424800,29,1472200,30,1530100,31,1585100,32,1629600,33,1673600,34,1716400,35,1758200,36,1804300,37,1849500,38,1891000,39,1932900,40,1973300,41,2019700,42,2061600,43,2103400,44,2248600,45,2299400,46,2344800,47,2386500,48,2427400,49,2469400,50,2513100
300,1,72800,2,1161400,3,1210800,4,1246900,5,1287700,6,1322500,7,1359900,8,1400600,9,1427400,10,1455100,11,1480400,12,1505600,13,1533900,14,1559200,15,1584200,16,1612200,17,1636800,18,1663600,19,1688400,20,1713500,21,1740600,22,1766400,23,1791100,24,1827800,25,1861400,26,1889800,27,1922800,28,1958800,29,2000500,30,2036300,31,2073500,32,2118300,33,2156000,34,2195100,35,2232700,36,2271600,37,2313700,38,2351000,39,2385700,40,2426100,41,2462600,42,2500000,43,2553400,44,2589900,45,2630600,46,2671600,47,2706300,48,2746000,49,2782900,50,2824200
400,1,58500,2,116600,3,167400,4,217500,5,267300,6,316700,7,355900,8,394100,9,428500,10,463400,11,498700,12,533500,13,569600,14,607200,15,645000,16,678900,17,713400,18,749000,19,784300,20,821500,21,858600,22,893500,23,927000,24,961400,25,996600,26,1037800,27,1091900,28,1178800,29,1233600,30,1286700,31,1322000,32,1357300,33,1394900,34,1432000,35,1467100,36,1501700,37,1534900,38,1568000,39,1604400,40,1642300,41,1677200,42,1710900,43,1745600,44,1779400,45,1816700,46,1853800,47,1890000,48,1924700,49,1959200,50,1993800
500,1,51500,2,99400,3,164100,4,208700,5,271700,6,319900,7,367500,8,433500,9,485000,10,533600,11,583400,12,629900,13,698100,14,762300,15,823700,16,891600,17,956500,18,1022200,19,1085300,20,1150800,21,1233400,22,1311400,23,1377400,24,1445400,25,1511000,26,1578900,27,1645900,28,1719500,29,1783700,30,1858100,31,1926600,32,1990400,33,2051400,34,2120000,35,2188900,36,2254500,37,2304900,38,2354100,39,2401400,40,2465100,41,2536000,42,2596300,43,2658900,44,2727300,45,2793300,46,2850400,47,2911700,48,2973000,49,3021200,50,3080900
600,1,94000,2,207700,3,5592600,4,5678700,5,5763900,6,5845100,7,5917200,8,5975700,9,6046300,10,6142600,11,6233200,12,6304800,13,6385900,14,6463900,15,6578500,16,6657100,17,9328200,18,9386500,19,9454300,20,9511800,21,9567800,22,9624700,23,9681100,24,10124500,25,10264200,26,10404000,27,10488100,28,10701200,29,10849300,30,10988100,31,11122800,32,11249300,33,11381100,34,11515700,35,11637900,36,11713300,37,11796500,38,11872000,39,11946800,40,12027600,41,12088400,42,12143100,43,12201400,44,12288800,45,12350400,46,12405800,47,12463300,48,12523600,49,12592700,50,12648500
700,1,95200,2,189900,3,287600,4,387200,5,485300,6,578200,7,741500,8,873000,9,966100,10,1035100,11,1151500,12,1257000,13,1351000,14,1438000,15,1532200,16,1629800,17,1718700,18,1817400,19,1916300,20,2039600,21,2160000,22,2309400,23,2440400,24,2541500,25,2645800,26,2773900,27,2868200,28,2964000,29,3053100,30,3182100,31,3275500,32,3380300,33,3481500,34,3579900,35,3672100,36,3765300,37,4169800,38,4258200,39,4352200,40,4448900,41,4550600,42,4642900,43,4733000,44,4852500,45,4946900,46,5041100,47,5141200,48,5238500,49,5334400,50,5444600
800,1,144000,2,255900,3,366000,4,1593200,5,1707700,6,1813600,7,1933000,8,2041900,9,2144200,10,2271900,11,2368400,12,2476600,13,2577500,14,2675700,15,3169300,16,3338700,17,3484400,18,3673800,19,3790200,20,3903100,21,4075800,22,4587300,23,4732000,24,4961700,25,5090800,26,5254700,27,5396500,28,5800800,29,5999900,30,6173900,31,6285800,32,6440500,33,6538100,34,6650600,35,6832000,36,6947100,37,7063400,38,7396600,39,7549800,40,7670100,41,7884300,42,8156600,43,8306900,44,8698600,45,9007500,46,9277100,47,9466000,48,9670300,49,9852000,50,9997700
900,1,122600,2,249900,3,419700,4,676900,5,812300,6,935800,7,1062000,8,1182800,9,1312100,10,1444400,11,1569900,12,1702700,13,1830600,14,1959400,15,2094100,16,2310500,17,2430500,18,2778400,19,3013500,20,3135100,21,3283100,22,3396900,23,3541600,24,3666300,25,3801900,26,3968300,27,4083000,28,4206700,29,4328600,30,4420300,31,4515200,32,4603400,33,4690400,34,4779000,35,4864900,36,4952800,37,5040500,38,5261400,39,5404400,40,5501600,41,5589200,42,5681200,43,5767300,44,5854400,45,5941100,46,6028000,47,6116100,48,6203500,49,6291400,50,6384500
1000,1,200300,2,376000,3,594600,4,793300,5,906900,6,1113900,7,1323300,8,1509200,9,1721300,10,1822400,11,1916900,12,2036700,13,2135700,14,2239200,15,2337400,16,2436500,17,2534500,18,2634200,19,2735900,20,2833400,21,2935600,22,3078400,23,3179500,24,3279100,25,3378700,26,3482000,27,3612300,28,3715500,29,3813900,30,3946000,31,4078500,32,4321800,33,4444800,34,4576100,35,4789000,36,4889000,37,5040400,38,5189100,39,5300800,40,5401000,41,5501600,42,5598600,43,5695100,44,5822300,45,5969500,46,6264900,47,6393600,48,6532100,49,6655300,50,7049800
100,1,125000,2,159900,3,200100,4,233100,5,305500,6,336400,7,370800,8,399300,9,1953500,10,1984000,11,2065400,12,2099200,13,2128000,14,2199500,15,2228700,16,2266500,17,2351300,18,2382400,19,2486800,20,2518700,21,2542300,22,2567900,23,2588900,24,2611900,25,2632100,26,2653300,27,2673300,28,2694300,29,2715300,30,2737700,31,2762000,32,2808400,33,2882100,34,2903100,35,2938900,36,2960800,37,2982200,38,3004000,39,3047500,40,3068700,41,3091000,42,3119100,43,3142400,44,3166000,45,3188100,46,3207400,47,3230700,48,3250300,49,3277100,50,3301300
