100,99,17300,198,33500,297,50700,396,68000,495,79800,594,86600,693,93800,792,101100,891,108200,990,115300,1089,122500,1188,129600,1287,137300,1386,144400,1485,152200,1584,159400,1683,166800,1782,174500,1881,181400,1980,188800,2079,195800,2178,203200,2277,210400,2376,217400,2475,224600,2574,231500,2673,238600,2772,245700,2871,253100,2970,260500,3069,267600,3168,274600,3267,281200,3366,287900,3465,294800,3564,301600,3663,308700,3762,316100,3861,323100,3960,330300,4059,338200,4158,345300,4257,352400,4356,359600,4455,366600,4554,373500,4653,380700,4752,387900,4851,395100,4950,402100
200,199,14500,398,29200,597,43600,796,57900,995,72200,1194,87000,1393,100900,1592,115300,1791,129400,1990,143700,2189,157800,2388,172200,2587,186700,2786,200600,2985,215000,3184,228900,3383,243000,3582,257300,3781,271800,3980,286500,4179,301100,4378,315600,4577,330200,4776,344500,4975,359000,5174,373400,5373,388000,5572,402300,5771,416500,5970,431100,6169,445300,6368,459600,6567,474000,6766,488300,6965,509500,7164,523800,7363,538200,7562,552600,7761,566000,7960,580500,8159,595400,8358,609800,8557,624200,8756,638400,8955,652500,9154,666600,9353,681500,9552,695900,9751,710000,9950,724300
300,299,19500,598,39000,897,58200,1196,77800,1495,97400,1794,117100,2093,136200,2392,156300,2691,173400,2990,189900,3289,206400,3588,222900,3887,239500,4186,256100,4485,272600,4784,289100,5083,305700,5382,322200,5681,338800,5980,355300,6279,371900,6578,388400,6877,405000,7176,424000,7475,440600,7774,460400,8073,479500,8372,498400,8671,517900,8970,537300,9269,556700,9568,587200,9867,605500,10166,625300,10465,646000,10764,680700,11063,700600,11362,720200,11661,739500,11960,758800,12259,776800,12558,796800,12857,816500,13156,847800,13455,867000,13754,888100,14053,909100,14352,929200,14651,950900,14950,971300
400,399,25700,798,51200,1197,76900,1596,103500,1995,131500,2394,153800,2793,175900,3192,198000,3591,221700,3990,243800,4389,265900,4788,287900,5187,309900,5586,332000,5985,354100,6384,376200,6783,398300,7182,420900,7581,442900,7980,464900,8379,487000,8778,509100,9177,537700,9576,560100,9975,582200,10374,608300,10773,632900,11172,655000,11571,686200,11970,708500,12369,730500,12768,752600,13167,774600,13566,796600,13965,818700,14364,840700,14763,862700,15162,884700,15561,906800,15960,928800,16359,950900,16758,972900,17157,994900,17556,1017000,17955,1039100,18354,1061200,18753,1083300,19152,1105300,19551,1127400,19950,1149400
500,499,27800,998,55600,1497,83400,1996,111000,2495,140700,2994,168300,3493,204200,3992,231900,4491,261600,4990,289400,5489,317000,5988,344600,6487,376500,6986,410600,7485,442700,7984,474800,8483,507300,8982,538900,9481,571100,9980,602200,10479,634000,10978,668700,11477,701900,11976,733700,12475,766700,12974,799100,13473,831800,13972,864700,14471,897400,14970,929200,15469,962000,15968,992000,16467,1025700,16966,1064900,17465,1098000,17964,1126000,18463,1154500,18962,1209300,19461,1241100,19960,1296900,20459,1409700,20958,1440100,21457,1475600,21956,1507500,22455,1537400,22954,1567000,23453,1597700,23952,1625500,24451,1653100,24950,1684800
600,599,39100,1198,181000,1797,220400,2396,263400,2995,305600,3594,348600,4193,382100,4792,415200,5391,452700,5990,504800,6589,541700,7188,580400,7787,620100,8386,714900,8985,779800,9584,818300,10183,854900,10782,888000,11381,921200,11980,959500,12579,992700,13178,1026000,13777,1059100,14376,1129900,14975,1201200,15574,1247200,16173,1289400,16772,1362300,17371,1432000,17970,1503300,18569,1574300,19168,1645900,19767,1716800,20366,1787400,20965,1827600,21564,1866400,22163,1913300,22762,1951000,23361,1987400,23960,2023300,24559,2056400,25158,2092200,25757,2125600,26356,2159200,26955,2192300,27554,2225400,28153,2258600,28752,2291800,29351,2327400,29950,2365500
700,699,47700,1398,97800,2097,144200,2796,190300,3495,275500,4194,337900,4893,388200,5592,439700,6291,481700,6990,529500,7689,630000,8388,673300,9087,720000,9786,764900,10485,809400,11184,856100,11883,931100,12582,976400,13281,1025600,13980,1071400,14679,1128600,15378,1204300,16077,1249900,16776,1303800,17475,1372900,18174,1421000,18873,1464200,19572,1508200,20271,1553200,20970,1634800,21669,1682700,22368,1725000,23067,1768700,23766,1843400,24465,1894200,25164,1950700,25863,1997800,26562,2041500,27261,2091900,27960,2138600,28659,2185300,29358,4317900,30057,4375200,30756,4423400,31455,4467200,32154,4521400,32853,4566800,33552,4612900,34251,4658000,34950,4704400
800,799,64100,1598,118900,2397,958800,3196,1011800,3995,1063000,4794,1116800,5593,1331500,6392,1383400,7191,1436500,7990,1508400,8789,1559600,9588,1627800,10387,1690500,11186,1746400,11985,1805200,12784,1859300,13583,1925100,14382,1989000,15181,2040700,15980,2094800,16779,2159900,17578,2245700,18377,2299700,19176,2357900,19975,3022200,20774,3228800,21573,3285000,22372,3342800,23171,3403400,23970,3475800,24769,3756700,25568,3805000,26367,3892600,27166,3957100,27965,4034500,28764,4101300,29563,4173700,30362,4241600,31161,4314600,31960,4364000,32759,4417100,33558,4477000,34357,4611900,35156,4773400,35955,5021700,36754,5070700,37553,5245700,38352,5298500,39151,5452000,39950,5552400
900,899,70200,1798,232700,2697,329600,3596,398500,4495,458800,5394,518500,6293,576900,7192,639900,8091,698700,8990,764600,9889,827400,10788,885100,11687,943000,12586,1007600,13485,1449600,14384,1510200,15283,1615800,16182,1739200,17081,1807300,17980,1866300,18879,1928400,19778,2046000,20677,2108700,21576,2167100,22475,2231100,23374,2294600,24273,2352700,25172,2408000,26071,2458100,26970,2508500,27869,2562400,28768,2612300,29667,2662100,30566,2712000,31465,2761800,32364,2811500,33263,2904200,34162,2954100,35061,3003900,35960,3053700,36859,3103400,37758,3153100,38657,3202700,39556,3252300,40455,3301900,41354,3351600,42253,3401400,43152,3451100,44051,3500800,44950,3550400
1000,999,92800,1998,197700,2997,309000,3996,364400,4995,472200,5994,581700,6993,701100,7992,815800,8991,871300,9990,926500,10989,981700,11988,1059700,12987,1115100,13986,1170400,14985,1225900,15984,1281100,16983,1336300,17982,1391500,18981,1446700,19980,1501900,20979,1578900,21978,1634900,22977,1690100,23976,1745500,24975,1821100,25974,1895200,26973,1962500,27972,2017800,28971,2078600,29970,2140900,30969,2221800,31968,2285600,32967,2558200,33966,2640400,34965,2700400,35964,2756000,36963,2812700,37962,2882000,38961,2937400,39960,2992800,40959,3048200,41958,3103400,42957,3176300,43956,3252700,44955,3329400,45954,3394500,46953,3461600,47952,3656000,48951,3729900,49950,3805600
100,99,16800,198,32800,297,49500,396,65400,495,99000,594,106600,693,113500,792,120900,891,134200,990,141800,1089,148300,1188,155500,1287,162900,1386,169800,1485,176900,1584,250700,1683,258000,1782,264800,1881,271800,1980,278400,2079,285300,2178,292100,2277,298700,2376,305600,2475,312100,2574,319000,2673,325700,2772,332700,2871,339400,2970,346400,3069,354000,3168,361800,3267,369400,3366,376400,3465,387400,3564,394700,3663,403700,3762,419300,3861,427300,3960,433800,4059,440900,4158,448600,4257,455900,4356,463200,4455,471100,4554,478700,4653,485300,4752,492100,4851,499700,4950,506700
200,199,15300,398,30400,597,46300,796,60700,995,75100,1194,89500,1393,104000,1592,118600,1791,133100,1990,147300,2189,164700,2388,179900,2587,193700,2786,208100,2985,223500,3184,252300,3383,270300,3582,287600,3781,302400,3980,316700,4179,330200,4378,344700,4577,358600,4776,372700,4975,386900,5174,400900,5373,414600,5572,428000,5771,442900,5970,464100,6169,479700,6368,493800,6567,507900,6766,522300,6965,535000,7164,549300,7363,563200,7562,578200,7761,592100,7960,615600,8159,629400,8358,643000,8557,657200,8756,670700,8955,684500,9154,698700,9353,713500,9552,729400,9751,744900,9950,758700
300,299,19100,598,39700,897,59200,1196,79000,1495,98200,1794,117500,2093,137100,2392,156600,2691,175700,2990,197800,3289,214400,3588,231000,3887,247500,4186,264100,4485,280700,4784,297300,5083,313800,5382,330300,5681,346800,5980,363300,6279,381200,6578,397900,6877,417400,7176,434100,7475,454000,7774,470500,8073,487100,8372,503600,8671,522500,8970,539900,9269,556500,9568,573000,9867,589500,10166,609600,10465,626200,10764,642800,11063,662300,11362,681600,11661,701000,11960,720800,12259,740000,12558,759300,12857,775900,13156,795400,13455,815200,13754,834900,14053,854500,14352,874100,14651,895100,14950,915000
400,399,22400,798,44500,1197,66500,1596,97500,1995,119600,2394,141600,2793,163700,3192,185700,3591,207700,3990,232000,4389,275500,4788,323100,5187,346800,5586,368900,5985,391000,6384,413000,6783,435100,7182,458800,7581,480900,7980,502900,8379,525000,8778,547000,9177,569100,9576,591100,9975,613200,10374,635300,10773,657400,11172,689100,11571,711200,11970,733300,12369,755400,12768,777400,13167,799400,13566,821500,13965,843600,14364,865700,14763,887800,15162,912900,15561,934900,15960,956900,16359,979000,16758,1001000,17157,1023100,17556,1045200,17955,1067300,18354,1089300,18753,1111300,19152,1133400,19551,1155400,19950,1177400
500,499,28500,998,56500,1497,84200,1996,115500,2495,143200,2994,170800,3493,198400,3992,226000,4491,253600,4990,281200,5489,308800,5988,336500,6487,369900,6986,402400,7485,435200,7984,468200,8483,501200,8982,534300,9481,732300,9980,765600,10479,797700,10978,831200,11477,869300,11976,902800,12475,930600,12974,958200,13473,985800,13972,1013400,14471,1048500,14970,1084300,15469,1117700,15968,1145700,16467,1173400,16966,1203100,17465,1230800,17964,1258600,18463,1292200,18962,1325500,19461,1358000,19960,1393000,20459,1441600,20958,1473000,21457,1506100,21956,1538300,22455,1569000,22954,1600900,23453,1633600,23952,1665800,24451,1698700,24950,1730800
600,599,33500,1198,66900,1797,106800,2396,147800,2995,187400,3594,447000,4193,523700,4792,566600,5391,599900,5990,633300,6589,666400,7188,699500,7787,735200,8386,768300,8985,831000,9584,870300,10183,903700,10782,944100,11381,980200,11980,1016500,12579,1053200,13178,1086500,13777,1119600,14376,1184600,14975,1225000,15574,1264500,16173,1450800,16772,1488000,17371,1527700,17970,1567300,18569,1642200,19168,1688700,19767,1760000,20366,1830600,20965,1902200,21564,1941300,22163,1979700,22762,2020200,23361,2057300,23960,2090500,24559,2126200,25158,2159400,25757,2228000,26356,2300400,26955,2371000,27554,2446400,28153,2486700,28752,2553300,29351,2625800,29950,2690600
700,699,85200,1398,169900,2097,249600,2796,305900,3495,345500,4194,385600,4893,424300,5592,463000,6291,501600,6990,540300,7689,578900,8388,617600,9087,656200,9786,694900,10485,736800,11184,775400,11883,817100,12582,856000,13281,894700,13980,940100,14679,978900,15378,1017600,16077,1056300,16776,1095100,17475,1167600,18174,1217500,18873,1269900,19572,1347100,20271,1429600,20970,1471400,21669,1510100,22368,1548700,23067,1587600,23766,1626300,24465,1665000,25164,1707300,25863,1751300,26562,1793800,27261,1839800,27960,1925200,28659,1967200,29358,2006700,30057,2048900,30756,2087600,31455,2141500,32154,2180500,32853,2219100,33552,2263300,34251,2301900,34950,2347500
800,799,121400,1598,218300,2397,263600,3196,342700,3995,415500,4794,475700,5593,568100,6392,623600,7191,671400,7990,715800,8789,759900,9588,804100,10387,901200,11186,983000,11985,1049000,12784,1096800,13583,1195100,14382,1273500,15181,1321200,15980,1365500,16779,1409800,17578,1454200,18377,1546400,19176,1640500,19975,1692900,20774,1737400,21573,1782300,22372,1827200,23171,1871600,23970,1920800,24769,1976200,25568,2020500,26367,2064800,27166,2112200,27965,2156500,28764,2200700,29563,2245100,30362,2300200,31161,2344700,31960,2389100,32759,2444000,33558,2536800,34357,2633300,35156,2728900,35955,2776500,36754,2824100,37553,2871700,38352,2926300,39151,2970600,39950,3018400
900,899,61400,1798,115100,2697,169000,3596,579500,4495,640000,5394,690500,6293,740600,7192,797300,8091,882800,8990,954200,9889,1087000,10788,1137100,11687,1187000,12586,1240300,13485,1298600,14384,1354600,15283,1456900,16182,1518100,17081,1589900,17980,1652300,18879,1720400,19778,1775500,20677,1832300,21576,1882200,22475,1931900,23374,1988700,24273,2232800,25172,2301300,26071,2351700,26970,2426800,27869,2477200,28768,2533400,29667,2637600,30566,2687400,31465,2741600,32364,2801000,33263,2860300,34162,2928900,35061,2980100,35960,3030400,36859,3087800,37758,3194400,38657,3244700,39556,3298300,40455,3352200,41354,3405900,42253,3471500,43152,3530800,44051,3595900,44950,3666200
1000,999,70100,1998,183300,2997,300300,3996,357100,4995,461100,5994,578300,6993,659600,7992,715300,8991,770800,9990,835800,10989,891100,11988,949000,12987,1015500,13986,1084600,14985,1140300,15984,1195600,16983,1251000,17982,1306300,18981,1361500,19980,1418700,20979,1474000,21978,1529200,22977,1584800,23976,1640000,24975,1695400,25974,1750800,26973,1806100,27972,1861400,28971,1916600,29970,1971900,30969,2027100,31968,2082400,32967,2137700,33966,2193000,34965,2285900,35964,2419700,36963,2482300,37962,2538000,38961,2594000,39960,2649500,40959,2704800,41958,2760000,42957,3045900,43956,3101200,44955,3156600,45954,3212500,46953,3268200,47952,3338200,48951,3400700,49950,3456200
100,99,12000,198,23800,297,35800,396,45700,495,53200,594,68500,693,73300,792,78100,891,85200,990,90900,1089,99900,1188,105300,1287,111200,1386,120000,1485,125900,1584,131800,1683,136900,1782,144200,1881,148700,1980,153500,2079,159000,2178,164600,2277,170300,2376,175100,2475,184900,2574,190600,2673,196500,2772,202300,2871,207900,2970,217000,3069,226800,3168,232300,3267,238000,3366,243700,3465,249200,3564,254800,3663,262700,3762,269000,3861,274700,3960,280400,4059,286100,4158,292000,4257,300100,4356,304600,4455,315000,4554,320700,4653,326400,4752,331800,4851,337400,4950,342800
200,199,8200,398,17600,597,27300,796,37200,995,47200,1194,57000,1393,66100,1592,76100,1791,86100,1990,97600,2189,108100,2388,118600,2587,128600,2786,138500,2985,148700,3184,158900,3383,169200,3582,179400,3781,189600,3980,199800,4179,209500,4378,219400,4577,229400,4776,239300,4975,249300,5174,259200,5373,269200,5572,278400,5771,286400,5970,294400,6169,302300,6368,310200,6567,318200,6766,326100,6965,334000,7164,342000,7363,354400,7562,495100,7761,503600,7960,513600,8159,525200,8358,536900,8557,548900,8756,560100,8955,578800,9154,589900,9353,601500,9552,611500,9751,626100,9950,638800
300,299,12900,598,37300,897,52300,1196,67400,1495,90900,1794,105800,2093,121100,2392,146300,2691,163900,2990,179200,3289,194500,3588,219500,3887,236600,4186,251900,4485,276200,4784,291000,5083,308400,5382,330700,5681,345800,5980,361000,6279,376000,6578,397200,6877,412300,7176,427800,7475,440900,7774,455900,8073,470900,8372,493800,8671,509300,8970,524500,9269,539200,9568,558500,9867,573800,10166,589100,10465,611400,10764,626500,11063,638800,11362,650300,11661,661700,11960,673200,12259,684700,12558,696200,12857,708700,13156,720200,13455,731700,13754,743200,14053,754700,14352,766300,14651,777800,14950,1479200
400,399,15800,798,31300,1197,46800,1596,65100,1995,80500,2394,95800,2793,111100,3192,126400,3591,185000,3990,203300,4389,222400,4788,244000,5187,273100,5586,293600,5985,313800,6384,342600,6783,363100,7182,395700,7581,415500,7980,435500,8379,455200,8778,475400,9177,507500,9576,527800,9975,558600,10374,578600,10773,607500,11172,627500,11571,648000,11970,668700,12369,689000,12768,714000,13167,734300,13566,761800,13965,782200,14364,812700,14763,832900,15162,865800,15561,885800,15960,906400,16359,926700,16758,947000,17157,978900,17556,999500,17955,1034900,18354,1055200,18753,1106900,19152,1122300,19551,1137700,19950,1153000
